density,nelements,avg_electronegativity,avg_atomic_mass,vol_per_site,band_gap,avg_ve,range_ve,avg_group,std_group,avg_period,max_en,min_en,range_en,avg_rad,range_rad,n_unique,total_ve,density_ve_ratio
8.27205804390046,3,2.84,87.3326010666666,17.53121110724373,4.2566,5.333333333333333,4.0,12.0,6.377042156569663,3.6666666666666665,3.98,1.1,2.88,110.66666666666667,117.0,3.0,16.0,1.5224646706565266
8.43061333520337,3,1.73,171.645825,33.80828733315525,0.6253,4.5,3.0,12.0,5.338539126015656,5.75,2.1,1.1,1.0,161.0,45.0,3.0,18.0,1.8327420293920371
6.94156747731342,3,3.53181818181818,59.4353239636363,14.217923790296817,0.258499999999999,5.0,6.0,15.0,2.8284271247461903,3.1666666666666665,3.98,1.93,2.05,95.33333333333333,73.0,3.0,30.0,1.3610916622183178
2.66618553580687,3,2.54846153846153,29.6501692307692,18.46655593834856,2.7028,3.6666666666666665,6.0,13.666666666666666,2.494438257849294,3.3333333333333335,3.16,1.93,1.2300000000000002,108.33333333333333,62.0,3.0,11.0,0.7078368679133283
7.19473399730549,3,2.15176470588235,107.576117647058,24.82848511883809,0.8722,3.235294117647059,6.0,13.235294117647058,2.690493323771593,4.823529411764706,2.96,1.93,1.03,138.47058823529412,30.0,3.0,55.0,2.1571512866700764
4.88624705161252,5,2.30065573770491,64.5026596721311,21.92054252554229,0.222299999999999,2.75,5.0,9.416666666666666,6.207634188821231,3.3125,3.04,1.93,1.11,98.6875,107.0,5.0,132.0,1.7144726496886034
4.58713063268096,4,2.32815789473684,62.1399223157894,22.494621771987763,1.28879999999999,4.0,6.0,14.0,2.460209661583209,3.789473684210526,3.16,1.93,1.2300000000000002,119.1842105263158,45.0,4.0,152.0,1.1188123494343807
3.40178951971408,3,2.82173913043478,22.1833304347826,10.828502645674947,3.4397,4.521739130434782,5.0,14.521739130434783,1.7660953053556434,2.260869565217391,3.44,1.93,1.51,82.30434782608695,71.0,3.0,104.0,0.7360410061469789
8.5654358408776,3,2.69999999999999,78.7858333333333,15.27382337280246,0.3872,4.166666666666667,5.0,14.166666666666666,2.266911751455907,3.6666666666666665,3.44,1.93,1.51,110.5,83.0,3.0,25.0,2.0075240252056874
6.10345915094837,3,2.78833333333333,45.95755,12.503451779203667,0.4736,4.0,5.0,14.0,2.23606797749979,3.0,3.44,1.93,1.51,97.33333333333333,71.0,3.0,24.0,1.4886485734020416
3.19765366590232,4,3.11966666666666,27.2251266666666,14.137987145138888,2.8072,5.0,5.0,15.0,1.8708286933869707,2.8333333333333335,3.44,1.93,1.51,93.75,71.0,4.0,60.0,0.6269909148828079
5.68046231257854,4,2.315,77.9795499999999,22.795343414946313,1.3699,4.25,5.0,14.25,2.0463381929681126,4.0,2.58,1.93,0.6500000000000001,124.125,73.0,4.0,34.0,1.305853405190469
4.7677750672269,3,2.26833333333333,64.0952333333333,22.32333476980642,0.4646,4.0,5.0,14.0,2.23606797749979,3.8333333333333335,2.58,1.93,0.6500000000000001,119.33333333333333,42.0,3.0,24.0,1.162871967616317
5.04416628656165,5,2.62,54.2363647428571,17.85460616669543,1.4591,3.4285714285714284,6.0,10.571428571428571,6.499607523472758,3.0,3.98,1.93,2.05,91.28571428571429,107.0,5.0,24.0,1.429520809956743
3.1911550258767,4,2.93714285714285,24.188379047619,12.586586374087382,2.8821,3.272727272727273,5.0,9.636363636363637,6.772574738977882,2.272727272727273,3.44,1.93,1.51,75.45454545454545,107.0,4.0,36.0,0.9461645629284016
7.50542218879301,4,2.9178947368421,62.7215368421052,13.876842584421764,0.1606,4.0,5.0,14.0,2.260776661041756,3.888888888888889,3.44,1.93,1.51,113.88888888888889,78.0,4.0,36.0,1.8305907777543928
5.33401267341345,4,2.27375,77.1533,24.01870348109294,0.4441,4.0,5.0,14.0,2.179449471770337,4.0,2.58,1.93,0.6500000000000001,121.125,49.0,4.0,32.0,1.3009787008325489
5.75190222011236,3,2.35714285714285,131.99204,38.1052963894,1.2219,4.571428571428571,6.0,14.571428571428571,2.821202522590214,5.142857142857143,2.66,1.93,0.7300000000000002,138.71428571428572,18.0,3.0,32.0,1.2312940532350618
9.15764298326301,3,2.548,89.66504,16.258801779933698,0.410299999999999,3.2,5.0,13.2,2.3151673805580453,4.0,3.44,1.93,1.51,117.0,78.0,3.0,16.0,2.7750433282615177
5.87419098984503,4,2.29333333333333,117.03339,33.08345209197233,1.2212,4.0,6.0,14.0,2.70801280154532,4.833333333333333,2.66,1.93,0.7300000000000002,134.5,49.0,4.0,24.0,1.4327295097183002
